Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
2755,4,,True,"01 29, 2014",AMLSHM1JLN450,B003BIGDEU,Kody,"I bought this ignitor because I had to hit the old one with a screwdriver to get the oven to start. This one came quickly, but it is a different shape than the original one. It was a bit of a hassle removing the old bracket and jury rigging it to the new part to situate it so it would work. Once done it works great.",Fixed My Oven,1390953600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,28.03,0.7,Positive,0.0,1.7,0.0,0.0,0.854,0.146,0.8674,0.023827243596315384,0.15947331488132477,0.8166994452476501,0.7928722091019154
2760,5,,True,"03 13, 2013",AILLL1WM4XWZP,B003BIGDEU,TP Coltrain,"My oven started being finicky about heating and would make the loud ""whoomp"" sound as if it was filling up with too much gas before igniting it.

This new ignitor fixed it.

Based on my research, if your ignitor looks like this one then it is safe to assume it is a viable replacement.  Check them side-by-side when you receive it to make sure.",Solved my problem!,1363132800,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,28.03,0.5,Positive,0.1,1.5,0.07,0.0,0.886,0.114,0.7717,0.21627555787563324,0.5601516962051392,0.2235727608203888,0.007297232747077942
2771,5,,True,"01 9, 2012",A34EJH19WC6ZWX,B003BIGDEU,Hans K,"When my oven burner wouldn't light anymore I didn't some online research to determine the problem.  I quickly concluded that it was more than likely the igniter.  I then researched the model # for a replacement igniter.  The replacement igniter cost around $60 so I did some more research and determined that I could use this igniter instead and it cost a lot less. I received the igniter, installed it and everything works great.  The research I did, showed that you can typically replace square igniters with other square igniters and round igniters with other round igniters.  From my research, it appears that square igniters draw one amount of current and round igniters draw a different amount of current.  Obviously keep a close eye on the general size so that the replacement will fit in and also look at the mounting bracket to make sure it's compatible.  Very happy with my purchase.",Works great and reasonable price,1326067200,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,28.03,0.7,Positive,0.1,3.1,0.03,0.018,0.88,0.102,0.9162,0.025707388296723366,0.13792572915554047,0.8363668322563171,0.8106593433767557
2781,5,,True,"04 8, 2017",A38G63IKV1EQUP,B003BNZ55I,Dan,Absolutely over priced but does its job as a lint trap. Fast shipping but really should be no more than like 15 bucks. Plastic with the mesh screen. Our last one was broken so had to replace. Will hopefully last till the machine breaks down. Install of it is a flawed design which caused the failure of the last one.,Good lint trap but just expensive,1491609600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,0.4,Positive,-0.4,2.8,-0.14,0.199,0.703,0.098,-0.819,0.6637823581695557,0.27144894003868103,0.06476867198944092,-0.5990137457847595
2784,5,,True,"09 19, 2016",A35B2WVVSRWHKU,B003BNZ55I,Momaearth,Really fast delivery and great price,Five Stars,1474243200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,0.6,Positive,0.9,0.9,0.76,0.0,0.549,0.451,0.6249,0.0029001054354012012,0.03494204580783844,0.9621578454971313,0.9592577335424721
2790,1,,True,"02 9, 2015",A17UDXX2IJYGXT,B003BNZ55I,Shonda,Product came damaged. The wire mesh was not even connected to the plastic border. Very cheaply made. I do not recommend anyone buying this product. It was not worth trying to send back.,Not recommended...,1423440000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,-0.9,Negative,-0.8,4.3,-0.18,0.187,0.813,0.0,-0.6884,0.9700873494148254,0.02665499597787857,0.0032576466910541058,-0.9668297185562551
2796,5,,True,"11 1, 2014",A1AECN3JCV80UE,B003BNZ55I,Andrea,"Perfect fit, just like the original.  Don't know how sturdy it will be since we just bought it.
 Saved $10 from the local dealers price.",Saved $10 from local price,1414800000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,0.6,Positive,0.7,2.2,0.31,0.0,0.592,0.408,0.9153,0.020198071375489235,0.14094874262809753,0.8388531804084778,0.8186550978571177
2797,3,,True,"08 14, 2014",A2ZMQLXTYNOF6W,B003BNZ55I,Derrick B. Holder,It was listed to fit all GE Dryers but this one did not fit my Dryer so I returned it and they charge me a 15% restocking fee.,Misleading in the Advertising.,1407974400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,-0.6,Negative,-0.8,0.8,-0.76,0.0,0.828,0.172,0.6124,0.8311823606491089,0.15717951953411102,0.011638081632554531,-0.8195443553850055
2800,5,,True,"07 12, 2013",A1XAXEL581ZQY3,B003BNZ55I,Oldguy,"The old lint filter was getting out of shape and I decided to replace it with this one.
Unpacked it, dropped it into place and viola.

Didn't think that they would still distribute the filter, wrong thought, if Amazon doesn't have it, nobody has it.",Fit's like the old one only better,1373587200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,0.2,Neutral,0.1,0.5,0.2,0.066,0.897,0.036,-0.34,0.6295843720436096,0.32471394538879395,0.04570169374346733,-0.5838826559484005
2803,5,,True,"05 17, 2013",ATLJ60FEHPD1R,B003BNZ55I,sb,I received the filter in the mail USPS within 2 days of placing order. Fantastic! I didn't have to pay for priority shipment and got great delivery time. The filter I ordered for my GE dryer turned out to have been made by GE and was half the price that GE was charging. It fit perfectly. It did not have any sharp or exposed edges as reported by other reviewers.,"Exact Replacement, Made By GE",1368748800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,GE,Tools & Home Improvement,15.08,0.6,Positive,0.5,4.4,0.11,0.017,0.776,0.207,0.9402,0.011027621105313301,0.054564010351896286,0.9344083666801453,0.9233807418495417
2807,5,,True,"08 9, 2013",A2FKDF1LATYNWY,B003DA61YI,Tonya Hoffman,"The drip bowls fit well, and looks nice. I am very happy with this purchase.  I bought the large and small sets.",Pleased,1376006400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Whirlpool,Tools & Home Improvement,6.78,0.8,Positive,0.6,1.9,0.31,0.0,0.584,0.416,0.8858,0.0011060343822464347,0.009369110688567162,0.9895248413085938,0.988418779685162
2813,5,,True,"01 17, 2015",A1JWLUFIZQ48XQ,B003DA61YI,Aleks,Awesome fits perfectly and the color looks really nice along with the material which is a very good quality and makes it easy to clean.,Perfect,1421452800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Whirlpool,Tools & Home Improvement,6.78,0.8,Positive,0.9,0.9,0.76,0.0,0.471,0.529,0.9647,0.0014478900702670217,0.008107413537800312,0.9904447197914124,0.9889968765201047
2823,5,,True,"03 30, 2016",AOTIGLCOU4EBH,B003EAJSY2,Glennm,"Seem to be exact replacement for original knobs.  Bought two in case another one fails but so far, so good.",so good.,1459296000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,FSP,Tools & Home Improvement,13.9,0.4,Positive,0.8,1.7,0.44,0.073,0.65,0.277,0.7473,0.013173663057386875,0.08072993904352188,0.9060963988304138,0.8929227376356721
2824,5,,True,"06 24, 2015",A1NMCT6YEK0H9W,B003EAJSY2,Brenda,IT WORK WILL GOOD,Five Stars,1435104000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,FSP,Tools & Home Improvement,13.9,0.7,Positive,0.8,0.8,0.76,0.0,0.508,0.492,0.4404,0.006525478325784206,0.13865147531032562,0.8548230528831482,0.84829758759588
2826,3,6.0,True,"06 30, 2013",A247IY6VFH0W2J,B003EAJSY2,Simon F. Rodehn,"Even though this replaces the original well it remains, like the original, a cheap easily broken item. The first replacement broke quite soon after being installed so I ordered several and have gone through a number since. The portion which pops onto the stem could easily have been made a bit thicker. I use cable ties to prolong the use of the ones that do not break completely.",Replaces the original well,1372550400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,FSP,Tools & Home Improvement,13.9,-0.5,Negative,-0.2,0.8,-0.24,0.078,0.718,0.203,0.7506,0.3405451476573944,0.5171371698379517,0.14231765270233154,-0.19822755455970764
2828,2,4.0,True,"05 3, 2012",A38754C78HLXXP,B003EAJSY2,Mike in San Diego,"Jenn-Air is owned by Maytag and, I assume, is meant to be higher end.  That has not been my experience with either my somewhat expensive Jenn-Air stove and Range top.  The new knobs replaced the original knobs on my range top.  The originals were cheaply made, worked loose and broke easily.  The new ones fit nice and tight, but are the same as the original cheaply made ones and started showing ""play"" within a few weeks.  At least I now know where to get new ones again when these break.",Now I know how the Maytag repairman makes a good living,1336003200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,FSP,Tools & Home Improvement,13.9,-0.6,Negative,-0.1,3.3,-0.03,0.038,0.827,0.135,0.7351,0.11741726100444794,0.4048927426338196,0.4776900112628937,0.3602727800607681
2829,4,,True,"05 29, 2014",A2XWJQ0BY2T11G,B003PEAPQC,Zeegee,Reasonably priced on amazon. It's more expensive in stores. The shipping was quick too. I will be buying these again in the future.,Filter,1401321600,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Broan,Tools & Home Improvement,8.18,0.5,Positive,0.5,3.3,0.15,0.0,0.925,0.075,0.1779,0.00540096266195178,0.06643231213092804,0.9281666874885559,0.9227656493894756
2831,4,,True,"10 1, 2014",A1FZY8QLCVOE7Z,B003XZTOJW,Erma J.Jackson,"The maytag drain pump motor fit perfectly and is working properly. I had looked for a replace at other stores, but finally found it on Amazon...Thanks..my shopping experience, as always, was excellent..",was excellent..,1412121600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Maytag,Appliances,42,0.6,Positive,0.9,1.9,0.44,0.0,0.866,0.134,0.5187,0.0035338785964995623,0.018943144008517265,0.9775230288505554,0.9739892531652004
2848,5,,True,"01 29, 2016",A33KGSVB0KEHOR,B003ZVSEPE,Mike Schreiber,Exactly what I needed to get the machine running again. Thanks for the great price on the pump and belts.,Great value for the money,1454025600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Maytag,Tools & Home Improvement,32.7,0.6,Positive,0.9,1.9,0.44,0.0,0.708,0.292,0.7906,0.007106856442987919,0.063933826982975,0.9289593696594238,0.9218526193872094
2850,1,,True,"02 15, 2014",A2X35ELB0II3OV,B003ZVSEPE,pinSeeker,"This pump was poorly constructed with cheap, light-weight parts. The pulley came off the pump the first time it was used.  I had to buy another from my local Maytag store.  It cost twice as much as this one, but it worked.",Water Pump,1392422400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Maytag,Tools & Home Improvement,32.7,-0.8,Negative,-0.3,2.9,-0.1,0.0,1.0,0.0,0.0,0.5633167028427124,0.3445085883140564,0.0921747162938118,-0.4711419716477394
2852,4,,True,"03 14, 2013",A1IQRRQCHDW2T5,B0044R7U80,Lili Rios,It just plops right in to the space it belongs in the humidifier. It seems like an easy maintenance item.,"So far, so good.",1363219200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Optimus,Amazon Home,17.84,0.5,Positive,0.5,1.0,0.46,0.0,0.769,0.231,0.6597,0.02203752100467682,0.3013528883457184,0.6766095757484436,0.6545720249414444
2855,5,39.0,True,"05 20, 2010",AYRY5A0TNF40N,B0045ALLYA,Michael Peterson,"Every other small refrigerator seems to come with a useless tiny freezer and frosting problems.  Not this one!!!  It's high-tech, inexpensive, and absolutely perfect for a small dorm room or office.  Apparently it uses a different cooling system.",The Best Small Fridge EVER,1274313600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Avanti,Appliances,38.65,0.8,Positive,-0.2,2.8,-0.07,0.15,0.755,0.094,-0.3363,0.14755135774612427,0.286422461271286,0.5660262107849121,0.4184749126434326
2862,4,,True,"07 28, 2013",A2OIPGZUJH9M14,B004DNWVMA,Captain Brannigan,"Needed to find a 12ft dishwasher, hose, and it seems that no one is making them. I didn't want to take a chance of leakage by connecting two 6ft hoses together. Its nice design, very flexible.",Pretty good.,1374969600,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']",Dishwasher Hoses,Whirlpool,Tools & Home Improvement,27.78,0.6,Positive,0.0,1.9,0.0,0.089,0.729,0.182,0.5531,0.1461494266986847,0.38932934403419495,0.464521199464798,0.3183717131614685
2878,5,,True,"03 18, 2017",A1JJCYUPMMBV9D,B004JNU22A,Den,Perfect fit replacement,Five Stars,1489795200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,ERP,Tools & Home Improvement,12.95,0.7,Positive,0.9,0.9,0.76,0.0,0.139,0.861,0.7351,0.031598299741744995,0.3569083511829376,0.6114933490753174,0.5798950493335724
2885,5,,True,"01 26, 2016",A2YOPNFZBTDR1X,B004JNU22A,visionmaster,Really is an exact replacement. Love it.,Love it.,1453766400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,ERP,Tools & Home Improvement,12.95,0.8,Positive,0.9,1.8,0.46,0.0,0.588,0.412,0.6369,0.02380470372736454,0.06719212979078293,0.9090031385421753,0.8851983789354563
2890,4,,True,"03 27, 2015",A2F3H63MYPZQFJ,B004JNU22A,Paul Kruger,Worked ... what more could I ask for.,Gets Hot...of course,1427414400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,ERP,Tools & Home Improvement,12.95,0.8,Positive,0.6,1.2,0.46,0.0,1.0,0.0,0.0,0.014402525499463081,0.15770287811756134,0.8278945684432983,0.8134919870644808
2893,3,,True,"10 19, 2014",A17UZIT1PAEJDU,B004JNU22A,Mom,not sure that these are really exact replacements. don't sit flat in drip pan.....but they look good and seem to work properly.,"Similar, not exact",1413676800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,ERP,Tools & Home Improvement,12.95,0.2,Neutral,0.0,1.2,0.0,0.079,0.804,0.117,0.2354,0.029218697920441628,0.14372090995311737,0.8270604014396667,0.7978417221456766
2910,5,,True,"08 30, 2016",A12T1ITQGUGDL5,B004JOHPV0,Asa Kelly,Exact replacement. Easy to install and solved the problem!,Perfect replacement for bad motor,1472515200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Samsung,Tools & Home Improvement,65.98,0.7,Positive,0.8,1.7,0.44,0.193,0.429,0.378,0.3802,0.01905723474919796,0.1112922951579094,0.8696504235267639,0.8505930956453085
2920,5,,True,"12 2, 2014",ALA46S4IKKGSA,B004JOHPV0,dsnylvr,Refrigerator is running great now!,Five Stars,1417478400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Samsung,Tools & Home Improvement,65.98,0.7,Positive,0.9,0.9,0.76,0.0,0.477,0.523,0.6588,0.0014238215517252684,0.020885314792394638,0.9776908755302429,0.9762670777272433
