Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Normalized_Sentiment_Scores
3731,5,,True,"04 13, 2017",A3TRZ9JUO1IYES,B005B9CTQS,Rosemarie P.,Fit and works perfectly.,Five Stars,1492041600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.7,Positive,0.9,0.9,0.76
3732,5,,True,"03 13, 2017",ASXP98A2ON4LO,B005B9CTQS,David P,Better than my originals and sturdier .....,BETTER THAN MY ORIGINALS,1489363200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.6,Positive,0.9,0.9,0.76
3733,5,,True,"03 6, 2017",A27Q04RAD49F4Y,B005B9CTQS,Bonnie,Way cheaper than Home Depot or Lowes. Works perfect,Economic Choice,1488758400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.7,Positive,0.9,1.9,0.44
3734,5,9,True,"01 18, 2017",A2P2J66I9JH5VB,B005B9CTQS,Jessica Marie,"I have to admit, I was worried about buying these. I have a pretty old apartment sized Tappan. These are universal, but it's always a concern for something that heats up and could be dangerous. But these work perfectly! They actually lay flat in my stove as well (something the original burners didn't do). The coils are all flat and even. They heat evenly as well. I never thought I would be excited about burners, hahaha! You do have to turn them on and let them heat up a bit before you use them. There is something on them that has to burn off. It's not a lot, and it doesn't smoke like crazy or anything, but it would be a good idea to open a window or turn on the fan. I bought 2 first, to replace burners that went out. I didn't want to order the whole set until I knew they would work with my stove. So I got my last 2 today. They all look and work great!","Nice, even burners. Work great even in an older stove.",1484697600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.7,Positive,0.2,7.6,0.03
3739,5,,True,"08 10, 2013",A362372MFYN84A,B005B9EE8Y,utthon,"I have a Frigidaire refrigerator that did not cool down and so I suspected that one of the three components went bad.  This is one of the component that I purchased.  In short, this was the component that broke down and it did fix my fridge.  The package came in on time and packed very well.  All the components needed to replace the old one is there.  Overall, excellent delivery and works good so far for a few months now.",Fixed my Fridge,1376092800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Frigidaire,Tools & Home Improvement,33.38,0.7,Positive,0.3,3.2,0.09
3747,5,,True,"03 6, 2018",A1D1GP1B7UH5NE,B005B9CUD0,Kindle Customer,"Great product, I would by from this seller again.",Elemant for Range,1520294400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,14.16,0.8,Positive,0.9,0.9,0.76
3766,5,,True,"12 12, 2016",A2UTTMYBQ07XL5,B005B9CUD0,G. Kline,Came fast! Fit perfectly into my Frigidaire stove top! Long over due on my part but only because I didn't want to spend $25 + at home improvement stores.,Came fast! Fit perfectly into my Frigidaire stove top ...,1481500800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,14.16,0.6,Positive,0.5,2.1,0.23
3783,4,,True,"09 9, 2013",A3C3QXYOZ18CTQ,B005B9CUD0,Ellen Ohio,Happy with price and performance.  Much better price than Sears offered. Glad I sent for it. and that's enough said.,Works fine,1378684800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,14.16,0.6,Positive,0.6,2.8,0.21
3787,3,,True,"07 5, 2017",APK9YQ6PFSE4R,B005BA46EU,J. Dobbins,"One of the elements worked and one did not.  Seller offered to replace non working item.  Because I am a senior and could no remove the element once installed.  I could not do so.  So, fifty percent was great.",fifty percent was great.,1499212800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,76.81,-0.2,Neutral,-0.4,2.6,-0.15
3788,2,,True,"01 18, 2017",A3J7FO3ASMUV18,B005BA46EU,Eddie Y Siu,"Was not a perfect match for my Kenmore range. Element and wiring was identical, but the two clips screw holes did not match original burner. Now the installed burner if off center from the cook top ring.",Was not a perfect match for my Kenmore range,1484697600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,76.81,-0.5,Negative,-0.5,1.7,-0.29
3790,5,,True,"10 21, 2015",A70PS6TVTAA7N,B005B9CKTY,Calida,"Works with older knob with flat edge, perfectly!",Five Stars,1445385600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Frigidaire,Tools & Home Improvement,25.49,0.7,Positive,0.9,0.9,0.76
3792,5,9,True,"06 21, 2014",A1G0Z1CIL8BVA4,B005B9CKTY,richard reeves,Has the larger opening if you purchased the cheaper one with the small opening. Same look with larger opening. Success.,Has the larger opening if you purchased the cheaper one with the small opening,1403308800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Frigidaire,Tools & Home Improvement,25.49,0.6,Positive,0.4,1.3,0.3
3793,1,2,True,"01 22, 2014",A3J2HAOQKQ9KGG,B005B9CKTY,donald lipari,does not fit right. i gave them the model number. they said it was oem for a tappen cooktop well it when on but didn't go all the way down uselell,useless,1390348800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Frigidaire,Tools & Home Improvement,25.49,-0.7,Negative,-0.5,1.7,-0.29
3800,5,,True,"05 4, 2013",ALMLUX7RNQZB8,B005BNLNKC,Jeffrey Smith,"I needed an extra shelf in the fridge, didn't want to pay too much - so this was good enough",great,1367625600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,41.93,0.6,Positive,0.8,0.8,0.76
3812,1,,True,"05 11, 2016",A3QZCPIACYD45T,B005BQRK1U,Carlos,"First of all please note that the item being sold here is NOT a ""Genuine replacement part"" as specified on their description, and the brand is NOT ""Whirlpool"" also as specified.  This has been noted by other reviewers.  This is a cheap Made in China knockoff replacement part - probably the reason why it is a low quality item, also as noted by other reviewers.  The cheap plastic housing came broken, exposing its interior.  This has been a huge a hassle and a waste of time and money.  Now I may need to go through the hassle of packing this back and take it to the post office or UPS location to return it.","NOT a ""Genuine Part"", Not made by ""Whirpool"" - Just a cheap ""Made in China"" knockoff replacement part.",1462924800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,-0.9,Negative,-0.7,4.5,-0.15
3827,5,,True,"04 29, 2015",A2XYDLQX06YSZI,B005BQRK1U,Joes Garage,The RIGHT item delivered FAST at a GOOD price. You can't ask for more than that! It was MUCH easier to install than I thought saving me a bunch of money not having to pay a repairman to install it.,Maytag Ice Maker Icemaker D7824706Q,1430265600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.6,Positive,0.9,2.7,0.32
3832,5,,True,"04 5, 2015",A2RTGJ0ZR93ECB,B005BQRK1U,donosan,"This item ""by whirlpool"", sold and shipped by Amazon works perfectly.  The product I ordered arrived in a box with a Whirlpool label, so it appears to be manufactured for/by Whirlpool.  It took just a few hours to begin making ice.

Installation difficulty appears to be different across different model fridges.  In my case with a Sears fridge, the ice maker mounts across the back of the fridge and I had some problems releasing the electrical connector.  Once I removed the metal shield where the ice maker mounts, it gave me more room to maneuver the ice maker to gain easier access to the connector and was a breeze.

I don't know why some people leaving reviews claim to receive off brand ice makers rather than the Whirlpool labeled one I receive, unless the reviews are mixed with other models.  The model I received and am reviewing is listed as ""by Whirlpool"" and ""Ships from and sold by Amazon.com.""","This item ""by whirlpool"", sold and shipped by Amazon ...",1428192000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,0.0,3.7,0.0
3835,5,,True,"01 22, 2015",A280GHSPQUO59O,B005BQRK1U,Spepi,Worked perfect. Replaced my old one in 10 minutes,Five Stars,1421884800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,0.9,1.8,0.46
3839,5,,True,"12 7, 2014",A3JOTJVNWNMIAJ,B005BQRK1U,Lynfra51,Works better than the original.,Five Stars,1417910400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.6,Positive,0.9,0.9,0.76
3840,5,,True,"11 26, 2014",A3402L75RAWH0C,B005BQRK1U,D. Todd,Great so far. Put it in and away we went! Great service too!,Five Stars,1416960000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.8,Positive,0.8,2.4,0.32
3857,3,,True,"05 15, 2014",A3AXR2L07WUKGZ,B005BQRK1U,bretdr,"10 mins to install and seems to work well.  It is a bit loud.  For the price, it seems worth it.",Loud but works well and easy to install,1400112000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.4,Positive,0.4,2.1,0.19
3864,5,,True,"03 9, 2014",A1ZBDYBZ5B1R8E,B005BQRK1U,J. Ware,I have now been using this replacement icemaker for a couple months and it is working flawlessly. It was easy to install and continue to make solid ice cubes without fail. The shutoff bail work fine so ice is always there but the bin does not spill over.,Great replacement icemaker,1394323200,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.5,Positive,0.6,2.0,0.29
3868,4,2,True,"01 12, 2014",A1T4E1AEQ9R13W,B005BQRK1U,G8k,"Love it.  The only issue is trying to notch out the tab, the tab that allows the fill tube to rest in the fill area of the ice maker...that was a little bit of a challenge (as you are working to finish the job in under 20 minutes so your food does not un-freeze).

However, for $36 bucks (shipping included) you can fix a major inconvenience (no ice) in less than 20 minutes.

That is value.",Perfect - except for the notch.,1389484800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.5,Positive,0.5,2.0,0.24
3870,4,,True,"11 22, 2013",AR8AC8KLBQJVT,B005BQRK1U,chuktuk44,"The ice maker was not a complete unit, good thing I still had the old one. I needed to use the old wiring harness and the end cover. I knew this going in, but still, these things should be sold as a complete item.",A good replacement ice maker.,1385078400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.2,Neutral,-0.1,0.5,-0.2
3875,5,,True,"08 1, 2013",A21NP7MHH87A4G,B005BQRK1U,elaine katz,"this is the 3rd icemaker that I had to install.
easy to install but longevity is questioned
does not seem to last long",maytag icemaker,1375315200,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,-0.2,0.5,-0.38
3877,5,,True,"07 8, 2013",A2OMVC28Q2LZS4,B005BQRK1U,EAkins,"Complete replacement install took about 15 min., and I am slow! Reconnecting the electrical harness in the frig back was a little difficult because my view was obstructed by a vent.",Exact replacement,1373241600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,-0.3,0.7,-0.4
3882,5,,True,"04 25, 2013",APHDP51TAYWVC,B005BQRK1U,"JJ, So Cal",Its ridiculas how long I went without an Icemaker in my fridge because my original one was broken. I replaced the old one with the new one in about 10 minutes and it works perfect. If you need pictures/video instructions on how to do it yourself go on You Tube and watch several people replace their own.,Replacement ice maker tray FIX IT YOURSELF,1366848000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.6,Positive,0.3,1.5,0.2
3883,1,,True,"04 19, 2013",A1I8PP21CRIOVN,B005BQRK1U,gary,Broke in three months. The part is a referb not new. Spend the money on a good part. It's worth it.,I know why its cheap! Referb part.,1366329600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,-0.8,Negative,0.0,2.7,0.0
3886,5,,True,"04 7, 2013",A2QTEAGH5AGUFJ,B005BQRK1U,Jerry Boyes,"This is a good product at a GREAT PRICE!  It fit exactly, with no additional configuring or ""engineering"".  Works great.",Exactly as represented.  Easy install.,1365292800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.8,Positive,0.9,2.8,0.31
3887,5,,True,"03 26, 2013",A2042Z9PHIKTZ3,B005BQRK1U,R. Boney,"I bought this for my girlfriend, she had been struggling with her current icemaker. it was easy to remove and install.",Great time and price,1364256000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.6,Positive,0.2,1.2,0.17
3889,5,,True,"02 25, 2013",A3NNNP4XX50C30,B005BQRK1U,Holder,"This model worked like a plug and play for my refrigerator, just remember to take off the existing hardware attachments off your old ice maker and put it on your new one.",Pretty Easy,1361750400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.5,Positive,0.6,0.6,0.76
3893,5,,True,"01 11, 2013",ADF8VI39XLTM2,B005BQRK1U,Redgie,"Great replacement product. Pretty much plug & play. Had ice in 2 hours. The instructions said ""If the
old harness will not work use the one supplied in the kit"". Fortunately mine worked because there was
not one in the kit. If yours has a harness hard wired to it you better order a different ice maker.
Otherwise this one works great.",Great product,1357862400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.6,Positive,0.1,2.8,0.04
3896,4,,True,"12 15, 2012",A1LDH78R7CQ8J0,B005BQRK1U,William J Wargo,I installed the ice-maker with little difficulty.  Everything fit fine.  I now have ample ice and am very happy with the setup.,Ice maker Installation,1355529600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,0.6,1.9,0.31
3901,5,,True,"06 10, 2012",A2GACDXWYNVOG0,B005BQRK1U,Dan,It arrived about three days before it was even expected with regular shipping. I removed the old one from the freezer. Replaced the wiring harness. Cleaned it up and had it installed in about 10 minutes time.  It was very easy and my ice works again.  Thanks!,Replacement icemaker,1339286400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,66.7,0.7,Positive,0.4,3.3,0.12
3913,2,3,True,"02 4, 2013",A33FI920QCHLCL,B005CFTRFC,photo joe,"took me a long time to find this for a replacement for a cracked original plastic piece from a different disposal.  Fits and the price was right. However, the rubber guard that fits in the throat is just slightly to small, so it falls in the machine.  I'll probably put some JB Weld on the original plastic flange and put it back in.  Keep this as a back-up.
Wonderful quick transaction with vendor, however.",hard to find item,1359936000,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,Westbrass,Tools & Home Improvement,2.85,-0.3,Negative,0.0,2.1,0.0
